customer_id,recency,frequency,monetary,unique_products,avg_unit_price,lifespan_days,avg_order_value,purchase_rate,revenue_per_product,r_score,f_score,m_score,rfm_score,segment,churned,cluster,cluster_name,action
14055,107,3,1520.96,33,4.23,616,506.99,0.0049,46.09,3,3,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14056,2,23,8214.65,320,2.83,282,357.16,0.0813,25.67,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14057,24,22,8408.84,244,2.04,712,382.22,0.0309,34.46,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14058,463,2,469.19,23,3.6,67,234.6,0.0294,20.4,1,2,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14059,267,1,183.6,8,2.31,0,183.6,1.0,22.95,2,1,1,4,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14060,5,30,9519.08,100,1.53,634,317.3,0.0472,95.19,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14061,508,3,917.43,17,8.65,230,305.81,0.013,53.97,1,3,3,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14062,10,24,25604.2,141,2.96,719,1066.84,0.0333,181.59,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14063,439,9,22710.2,30,336.09,293,2523.36,0.0306,757.01,1,5,5,11,Loyal,1,0,Champions,"Reward with loyalty perks, ask for reviews"
14064,30,15,3332.42,131,1.5,657,222.16,0.0228,25.44,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14065,390,3,891.02,42,3.68,42,297.01,0.0698,21.21,2,3,3,8,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14066,267,1,152.55,7,4.36,0,152.55,1.0,21.79,2,1,1,4,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14067,64,2,374.7,51,2.86,32,187.35,0.0606,7.35,3,2,2,7,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
14068,321,4,1528.37,93,4.54,357,382.09,0.0112,16.43,2,3,4,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14069,515,2,230.06,37,4.19,46,115.03,0.0426,6.22,1,2,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14070,685,1,326.55,40,4.77,0,326.55,1.0,8.16,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14071,4,8,1438.82,271,2.4,261,179.85,0.0305,5.31,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14072,667,1,390.85,19,6.43,0,390.85,1.0,20.57,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14073,33,1,151.04,13,2.14,0,151.04,1.0,11.62,4,1,1,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
14074,624,1,219.4,6,0.98,0,219.4,1.0,36.57,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14075,5,6,1734.87,59,2.28,536,289.14,0.0112,29.4,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14076,130,1,122.47,43,2.01,0,122.47,1.0,2.85,3,1,1,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14077,41,6,615.08,43,2.6,354,102.51,0.0169,14.3,4,4,2,10,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14078,102,9,1692.63,107,2.76,519,188.07,0.0173,15.82,3,5,4,12,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14079,125,2,618.73,13,21.76,557,309.36,0.0036,47.59,3,2,3,8,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
14080,33,5,1115.68,74,7.99,704,223.14,0.0071,15.08,4,4,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14081,303,10,5370.1,465,2.71,426,537.01,0.0234,11.55,2,5,5,12,Loyal,1,0,Champions,"Reward with loyalty perks, ask for reviews"
14082,365,2,413.36,48,2.29,27,206.68,0.0714,8.61,2,2,2,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14083,5,11,1407.26,169,2.82,717,127.93,0.0153,8.33,5,5,4,14,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14084,513,1,150.5,7,0.89,0,150.5,1.0,21.5,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14085,3,33,10104.97,479,2.74,729,306.21,0.0452,21.1,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14086,463,1,39.95,1,39.95,0,39.95,1.0,39.95,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14087,3,3,846.22,175,1.95,732,282.07,0.0041,4.84,5,3,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14088,11,16,64036.8,436,5.82,410,4002.3,0.0389,146.87,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14089,57,1,161.0,13,2.21,0,161.0,1.0,12.38,4,1,1,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
14090,325,1,76.32,1,1.06,0,76.32,1.0,76.32,2,1,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14091,655,2,9530.08,13,3.14,44,4765.04,0.0444,733.08,1,2,5,8,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14092,8,24,7229.45,169,3.03,715,301.23,0.0335,42.78,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14093,13,1,442.85,95,1.49,0,442.85,1.0,4.66,5,1,2,8,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
14094,440,1,335.22,41,2.68,0,335.22,1.0,8.18,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14095,723,1,2.95,1,2.95,0,2.95,1.0,2.95,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14096,5,17,65164.79,1119,6.52,97,3833.22,0.1735,58.23,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14097,482,2,422.86,39,2.18,164,211.43,0.0121,10.84,1,2,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14098,37,1,147.35,21,1.7,0,147.35,1.0,7.02,4,1,1,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
14099,17,20,5765.71,273,2.55,713,288.29,0.028,21.12,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14100,138,1,194.9,24,3.39,0,194.9,1.0,8.12,3,1,1,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14101,74,13,9961.93,19,1.61,547,766.3,0.0237,524.31,3,5,5,13,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14102,6,5,1360.28,35,2.07,39,272.06,0.125,38.87,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14104,155,5,771.58,117,3.16,405,154.32,0.0123,6.59,3,4,3,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14105,240,5,5988.83,200,2.78,482,1197.77,0.0104,29.94,2,4,5,11,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14106,738,1,214.8,1,8.95,0,214.8,1.0,214.8,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14107,52,11,4877.3,102,2.75,678,443.39,0.0162,47.82,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14108,31,4,1044.96,49,2.81,707,261.24,0.0056,21.33,4,3,3,10,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14109,73,1,144.2,9,2.47,0,144.2,1.0,16.02,3,1,1,5,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
14110,4,33,12987.95,177,2.71,735,393.57,0.0448,73.38,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14111,15,4,692.85,10,3.68,227,173.21,0.0175,69.28,5,3,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14112,23,13,5834.59,199,2.41,631,448.81,0.0206,29.32,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14113,4,16,7092.61,76,2.67,728,443.29,0.0219,93.32,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14114,274,7,1364.09,72,3.76,332,194.87,0.021,18.95,2,4,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14115,502,2,622.67,22,2.19,165,311.33,0.012,28.3,1,2,3,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14116,20,5,1382.74,61,3.25,101,276.55,0.049,22.67,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14117,144,1,90.0,3,1.25,0,90.0,1.0,30.0,3,1,1,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14118,429,1,458.45,15,5.22,0,458.45,1.0,30.56,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14119,376,2,183.37,11,3.3,342,91.68,0.0058,16.67,2,2,1,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14121,4,4,2780.15,148,2.29,56,695.04,0.0702,18.78,5,3,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14122,407,3,362.42,12,4.86,331,120.81,0.009,30.2,2,3,2,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14123,734,1,436.18,24,3.27,0,436.18,1.0,18.17,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14124,85,1,419.58,4,0.36,0,419.58,1.0,104.9,3,1,2,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
14125,11,3,2740.43,159,3.16,67,913.48,0.0441,17.24,5,3,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14126,8,4,1172.46,37,2.81,436,293.12,0.0092,31.69,5,3,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14127,123,6,1900.08,96,4.07,302,316.68,0.0198,19.79,3,4,4,11,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14128,61,3,924.21,50,1.86,490,308.07,0.0061,18.48,3,3,3,9,At Risk,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14129,2,9,2591.34,40,2.43,577,287.93,0.0156,64.78,5,5,4,14,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14130,320,4,1882.67,189,2.27,408,470.67,0.0098,9.96,2,3,4,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14131,649,1,187.87,45,2.11,0,187.87,1.0,4.17,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14132,3,11,3586.03,100,1.72,181,326.0,0.0604,35.86,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14133,130,4,911.14,33,6.5,603,227.78,0.0066,27.61,3,3,3,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14134,383,15,11123.35,130,3.35,347,741.56,0.0431,85.56,2,5,5,12,Loyal,1,0,Champions,"Reward with loyalty perks, ask for reviews"
14135,2,24,9643.92,138,2.13,736,401.83,0.0326,69.88,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14136,401,5,1570.81,86,2.84,331,314.16,0.0151,18.27,2,4,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14137,696,1,332.7,11,0.88,0,332.7,1.0,30.25,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14138,2,2,982.38,40,2.31,62,491.19,0.0317,24.56,5,2,3,10,Loyal,0,1,At Risk,"Send win-back campaigns, offer discounts"
14139,47,4,1086.8,48,1.97,496,271.7,0.008,22.64,4,3,3,10,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14140,4,2,935.05,60,1.82,27,467.52,0.0714,15.58,5,2,3,10,Loyal,0,1,At Risk,"Send win-back campaigns, offer discounts"
14141,3,4,915.13,27,3.52,102,228.78,0.0388,33.89,5,3,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14142,374,2,983.15,42,2.19,273,491.58,0.0073,23.41,2,2,3,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14143,134,1,115.8,7,5.49,0,115.8,1.0,16.54,3,1,1,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14144,487,1,30.6,1,2.55,0,30.6,1.0,30.6,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14145,47,7,7600.05,11,4.78,564,1085.72,0.0124,690.91,4,4,5,13,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14146,9,12,9450.3,337,2.86,686,787.52,0.0175,28.04,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14147,79,9,2590.2,24,3.21,562,287.8,0.016,107.92,3,5,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14148,234,2,466.29,15,3.15,180,233.14,0.011,31.09,2,2,2,6,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14149,221,1,446.62,28,2.97,0,446.62,1.0,15.95,2,1,2,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14150,36,2,658.64,23,1.68,324,329.32,0.0062,28.64,4,2,3,9,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
14151,674,2,679.45,44,2.93,43,339.72,0.0455,15.44,1,2,3,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14152,76,7,1997.34,104,1.48,583,285.33,0.012,19.21,3,4,4,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14153,484,1,233.4,17,0.91,0,233.4,1.0,13.73,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14154,240,8,6460.7,236,3.87,456,807.59,0.0175,27.38,2,4,5,11,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14155,267,1,118.75,6,5.45,0,118.75,1.0,19.79,2,1,1,4,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14156,10,156,313946.37,1446,5.94,728,2012.48,0.214,217.11,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14157,20,5,1002.78,75,2.53,626,200.56,0.008,13.37,5,4,3,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14158,41,1,507.66,41,1.54,0,507.66,1.0,12.38,4,1,2,7,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
14159,20,20,7938.01,706,1.58,717,396.9,0.0279,11.24,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14160,611,7,8421.47,80,2.52,88,1203.07,0.0787,105.27,1,4,5,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14161,216,7,3318.88,202,2.77,510,474.13,0.0137,16.43,2,4,5,11,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14162,174,2,289.36,25,3.89,118,144.68,0.0168,11.57,3,2,1,6,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14163,88,5,2594.62,42,4.44,374,518.92,0.0133,61.78,3,4,4,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14164,71,2,1631.77,28,1.55,10,815.88,0.1818,58.28,3,2,4,9,At Risk,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14165,276,1,122.54,23,3.24,0,122.54,1.0,5.33,2,1,1,4,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14166,506,2,256.85,39,3.29,121,128.43,0.0164,6.59,1,2,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14167,40,8,1296.49,48,4.06,641,162.06,0.0125,27.01,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14168,421,2,370.45,11,3.02,143,185.22,0.0139,33.68,1,2,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14169,431,2,624.43,50,3.89,13,312.21,0.1429,12.49,1,2,3,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14170,376,3,597.33,123,2.34,19,199.11,0.15,4.86,2,3,2,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14171,99,2,498.79,61,2.92,632,249.4,0.0032,8.18,3,2,2,7,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
14172,606,3,402.72,38,5.4,37,134.24,0.0789,10.6,1,3,2,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14173,11,6,586.0,30,4.47,719,97.67,0.0083,19.53,5,4,2,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14174,34,1,134.46,26,1.94,0,134.46,1.0,5.17,4,1,1,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
14175,60,8,7678.88,237,4.3,568,959.86,0.0141,32.4,3,4,5,12,Loyal,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14176,298,5,916.01,33,3.63,83,183.2,0.0595,27.76,2,4,3,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14177,87,13,2229.34,141,4.02,565,171.49,0.023,15.81,3,5,4,12,Loyal,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14178,9,7,1620.93,191,1.7,173,231.56,0.0402,8.49,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14179,41,2,719.78,135,2.81,11,359.89,0.1667,5.33,4,2,3,9,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
14180,11,33,6319.25,125,10.2,537,191.49,0.0613,50.55,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14181,411,2,310.55,48,2.65,151,155.28,0.0132,6.47,2,2,2,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14182,444,4,678.77,42,4.93,152,169.69,0.0261,16.16,1,3,3,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14183,412,2,286.29,27,5.39,69,143.15,0.0286,10.6,1,2,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14184,67,1,452.89,24,5.42,0,452.89,1.0,18.87,3,1,2,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
14185,332,1,197.65,3,59.73,0,197.65,1.0,65.88,2,1,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14186,428,5,1550.63,75,1.47,217,310.13,0.0229,20.68,1,4,4,9,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14187,474,1,123.5,8,4.8,0,123.5,1.0,15.44,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14188,31,6,2054.36,34,1.98,279,342.39,0.0214,60.42,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14189,3,16,5814.39,199,2.46,386,363.4,0.0413,29.22,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14190,667,1,79.9,1,39.95,0,79.9,1.0,79.9,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14191,2,15,4817.66,147,2.01,726,321.18,0.0206,32.77,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14192,389,1,293.74,14,1.67,0,293.74,1.0,20.98,2,1,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14193,68,3,1210.19,49,2.67,328,403.4,0.0091,24.7,3,3,3,9,At Risk,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14194,5,36,18670.59,432,3.24,697,518.63,0.0516,43.22,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14195,202,6,2615.6,10,3.46,432,435.93,0.0139,261.56,2,4,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14196,107,1,335.52,6,3.27,0,335.52,1.0,55.92,3,1,2,6,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14197,411,1,390.05,20,4.68,0,390.05,1.0,19.5,2,1,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14198,19,9,1569.73,58,5.27,685,174.41,0.0131,27.06,5,5,4,14,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14199,219,4,1091.7,15,4.94,312,272.92,0.0128,72.78,2,3,3,8,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14200,618,1,379.2,21,3.96,0,379.2,1.0,18.06,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14201,61,10,1193.54,47,2.8,528,119.35,0.0189,25.39,3,5,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14202,382,3,847.76,27,8.45,243,282.59,0.0123,31.4,2,3,3,8,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14203,398,1,339.34,16,5.4,0,339.34,1.0,21.21,2,1,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14204,3,4,1062.96,186,2.69,735,265.74,0.0054,5.71,5,3,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14205,17,9,2414.2,79,3.78,625,268.24,0.0144,30.56,5,5,4,14,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14206,240,3,1185.01,62,2.26,163,395.0,0.0183,19.11,2,3,3,8,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14207,688,1,157.8,2,4.45,0,157.8,1.0,78.9,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
14208,95,2,567.05,34,2.71,456,283.52,0.0044,16.68,3,2,2,7,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
14209,11,15,4993.27,133,5.16,675,332.88,0.0222,37.54,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14210,106,16,5861.52,143,3.56,597,366.34,0.0268,40.99,3,5,5,13,Champion,1,0,Champions,"Reward with loyalty perks, ask for reviews"
14211,54,18,4402.29,155,2.73,677,244.57,0.0265,28.4,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14212,90,2,2190.14,18,1.55,356,1095.07,0.0056,121.67,3,2,4,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14213,405,1,1192.2,5,4.89,0,1192.2,1.0,238.44,2,1,3,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14214,31,5,1004.38,64,2.34,246,200.88,0.0202,15.69,4,4,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14215,12,9,3416.33,167,2.81,720,379.59,0.0125,20.46,5,5,5,15,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14216,4,5,2150.04,65,4.73,410,430.01,0.0122,33.08,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14217,2,23,3416.89,122,5.63,525,148.56,0.0437,28.01,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14218,43,1,169.48,12,1.44,0,169.48,1.0,14.12,4,1,1,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
14219,5,3,633.83,39,3.89,489,211.28,0.0061,16.25,5,3,3,11,Loyal,0,1,At Risk,"Send win-back campaigns, offer discounts"
14220,248,4,1515.0,26,3.9,321,378.75,0.0124,58.27,2,3,4,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14221,43,17,6517.49,166,3.33,569,383.38,0.0298,39.26,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14222,178,1,683.17,41,1.71,0,683.17,1.0,16.66,3,1,3,7,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
14223,93,3,991.13,50,3.9,171,330.38,0.0174,19.82,3,3,3,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14224,111,9,1897.9,189,4.08,433,210.88,0.0207,10.04,3,5,4,12,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14225,435,4,2037.02,70,2.88,261,509.26,0.0153,29.1,1,3,4,8,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14226,29,6,3002.53,89,2.73,412,500.42,0.0145,33.74,4,4,5,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14227,27,15,6368.71,246,2.61,643,424.58,0.0233,25.89,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14228,438,3,745.5,38,4.75,108,248.5,0.0275,19.62,1,3,3,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14229,52,7,2594.04,41,3.93,419,370.58,0.0167,63.27,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14230,436,3,979.8,27,5.5,112,326.6,0.0265,36.29,1,3,3,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14231,184,4,1235.62,66,3.22,267,308.9,0.0149,18.72,3,3,3,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14232,43,5,2048.07,81,1.82,221,409.61,0.0225,25.28,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14233,50,7,2904.27,42,3.11,594,414.9,0.0118,69.15,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14234,23,4,775.46,122,1.59,35,193.86,0.1111,6.36,4,3,3,10,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14235,76,9,4717.99,107,2.14,544,524.22,0.0165,44.09,3,5,5,13,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14236,81,5,1744.64,39,2.91,424,348.93,0.0118,44.73,3,4,4,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14237,374,2,632.14,26,5.15,217,316.07,0.0092,24.31,2,2,3,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14238,327,3,434.23,13,3.3,408,144.74,0.0073,33.4,2,3,2,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
14239,44,21,4263.17,97,3.71,691,203.01,0.0303,43.95,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14240,31,3,1247.49,46,3.18,393,415.83,0.0076,27.12,4,3,3,10,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
14241,184,2,333.7,12,1.84,512,166.85,0.0039,27.81,3,2,2,7,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
14242,235,2,280.55,13,3.72,91,140.28,0.0217,21.58,2,2,1,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
14243,9,17,7431.05,235,3.71,467,437.12,0.0363,31.62,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
14244,661,1,366.42,16,1.25,0,366.42,1.0,22.9,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
14245,220,2,1693.45,107,3.13,43,846.72,0.0455,15.83,2,2,4,8,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14246,111,3,1474.06,57,2.97,135,491.35,0.0221,25.86,3,3,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14247,279,5,772.66,82,3.9,273,154.53,0.0182,9.42,2,4,3,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
14248,319,3,1032.95,41,2.54,197,344.32,0.0152,25.19,2,3,3,8,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
